,Week Start,Week End,Twitter_Sentiment_Score,Twitter_Weighted_Sentiment_Score,weightedSentiment
0,2019-01-01,2019-01-07,0.163785571428571,0.0881601757883291,positive
1,2019-01-08,2019-01-14,0.2732077142857137,0.19557560814165148,positive
2,2019-01-15,2019-01-21,0.3023714285714279,0.27240165908482744,positive
3,2019-01-22,2019-01-28,0.27315314285714243,0.14125907142857141,positive
4,2019-01-29,2019-02-04,0.2878861428571426,0.1379173550634486,positive
5,2019-02-05,2019-02-11,0.3489825714285705,0.2623737163029525,positive
6,2019-02-12,2019-02-18,0.3123338571428568,0.29161284429454754,positive
7,2019-02-19,2019-02-25,0.35266485714285634,0.28074264040457814,positive
8,2019-02-26,2019-03-04,0.4086480000000003,0.34520099829559286,positive
9,2019-03-05,2019-03-11,0.3514495714285709,0.21399509239624356,positive
10,2019-03-12,2019-03-18,0.34728228571428515,0.2835038202787122,positive
11,2019-03-19,2019-03-25,0.28543428571428575,0.2596520480854853,positive
12,2019-03-26,2019-04-01,0.27952971428571377,0.21303543327333507,positive
13,2019-04-02,2019-04-08,0.46979042857142905,0.4014676063973977,positive
14,2019-04-09,2019-04-15,0.448728285714287,0.3643398533724341,positive
15,2019-04-16,2019-04-22,0.47905357142857263,0.3730632931912922,positive
16,2019-04-23,2019-04-29,0.3906139999999994,0.2862838517122212,positive
17,2019-04-30,2019-05-06,0.48196057142857335,0.38322460812661696,positive
18,2019-05-07,2019-05-13,0.48502371428571567,0.3942697794462693,positive
19,2019-05-14,2019-05-20,0.29696957142857117,0.23078540079244134,positive
20,2019-05-21,2019-05-27,0.33941999999999944,0.25287422766490397,positive
21,2019-05-28,2019-06-03,0.20537799999999956,0.18825206508135173,positive
22,2019-06-04,2019-06-10,0.21453314285714287,0.22994264943457193,positive
23,2019-06-11,2019-06-17,0.22209785714285715,0.2961279692307692,positive
24,2019-06-18,2019-06-24,0.16142671428571417,0.19926804713804713,positive
25,2019-06-25,2019-07-01,0.1777691428571427,0.18337890877090054,positive
26,2019-07-02,2019-07-08,0.20613414285714296,0.20482287784679093,positive
27,2019-07-09,2019-07-15,0.20832914285714269,0.2616638888888889,positive
28,2019-07-16,2019-07-22,0.1975641428571428,0.17193965714285714,positive
29,2019-07-23,2019-07-29,0.20168085714285724,0.20096066014669925,positive
30,2019-07-30,2019-08-05,0.12012714285714275,0.15802230862277516,positive
31,2019-08-06,2019-08-12,0.16929757142857135,0.22634837425348375,positive
32,2019-08-13,2019-08-19,0.1520284285714284,0.18978138277327156,positive
33,2019-08-20,2019-08-26,0.11886985714285712,0.14760315985130112,positive
34,2019-08-27,2019-09-02,0.1732532857142855,0.24266747243426634,positive
35,2019-09-03,2019-09-09,0.18552514285714256,0.200930197606457,positive
36,2019-09-10,2019-09-16,0.1265654285714285,0.1045794911164729,positive
37,2019-09-17,2019-09-23,0.1644097142857142,0.17685393171236422,positive
38,2019-09-24,2019-09-30,0.16147857142857133,0.08446938431262299,positive
39,2019-10-01,2019-10-07,0.14856357142857138,0.18184350721420645,positive
40,2019-10-08,2019-10-14,0.15746757142857135,0.20171655753040224,positive
41,2019-10-15,2019-10-21,0.199161,0.18720778173190983,positive
42,2019-10-22,2019-10-28,0.19860585714285683,0.2456713434927308,positive
43,2019-10-29,2019-11-04,0.19760314285714276,0.3022675189772273,positive
44,2019-11-05,2019-11-11,0.19446442857142848,0.15846477459016392,positive
45,2019-11-12,2019-11-18,0.16250228571428554,0.058676383571179956,positive
46,2019-11-19,2019-11-25,0.17397099999999988,0.19653840601503758,positive
47,2019-11-26,2019-12-02,0.2101345714285715,0.23589385329080892,positive
48,2019-12-03,2019-12-09,0.24046485714285717,0.20368627246678825,positive
49,2019-12-10,2019-12-16,0.17825228571428547,0.2302641123274631,positive
50,2019-12-17,2019-12-23,0.22040271428571453,0.25327570391358245,positive
51,2019-12-24,2019-12-30,0.24800385714285703,0.2724230695113558,positive
52,2019-12-31,2020-01-06,0.19206599999999993,0.06335520833333337,positive
53,2020-01-07,2020-01-13,0.19384714285714297,0.26225881542699725,positive
54,2020-01-14,2020-01-20,0.17587742857142855,0.29347933604336046,positive
55,2020-01-21,2020-01-27,0.14047371428571423,0.1606597750193949,positive
56,2020-01-28,2020-02-03,0.14378142857142837,0.24583322641005076,positive
57,2020-02-04,2020-02-10,0.14591999999999977,0.12649633663366336,positive
58,2020-02-11,2020-02-17,0.14093171428571402,0.20242135018290655,positive
59,2020-02-18,2020-02-24,0.10077057142857143,0.2351960138104206,positive
60,2020-02-25,2020-03-02,0.134846857142857,0.1241745709123758,positive
61,2020-03-03,2020-03-09,0.09473128571428563,0.11367616720955483,positive
62,2020-03-10,2020-03-16,0.09021542857142856,0.0629684792219275,positive
63,2020-03-17,2020-03-23,0.10606157142857124,0.14857675555555555,positive
64,2020-03-24,2020-03-30,0.11290399999999981,0.15937820140903441,positive
65,2020-03-31,2020-04-06,0.14282599999999976,0.21467394198763673,positive
66,2020-04-07,2020-04-13,0.12875942857142847,-0.017248031655844133,neutral
67,2020-04-14,2020-04-20,0.16127042857142843,0.2060825174825175,positive
68,2020-04-21,2020-04-27,0.12238699999999998,0.07645790292470442,positive
69,2020-04-28,2020-05-04,0.17132485714285683,0.08276938242968979,positive
70,2020-05-05,2020-05-11,0.18244271428571415,0.2847749042145594,positive
71,2020-05-12,2020-05-18,0.15747771428571414,0.17364905023216545,positive
72,2020-05-19,2020-05-25,0.15770885714285687,0.17502420937840785,positive
73,2020-05-26,2020-06-01,0.15066785714285705,0.27229196321471405,positive
74,2020-06-02,2020-06-08,0.1850312857142857,0.24143581595498181,positive
75,2020-06-09,2020-06-15,0.16616285714285697,0.18375404243889334,positive
76,2020-06-16,2020-06-22,0.1370261428571428,0.10599676516329705,positive
77,2020-06-23,2020-06-29,0.11953142857142833,0.17367252863436122,positive
78,2020-06-30,2020-07-06,0.16308614285714276,0.29886175869120657,positive
79,2020-07-07,2020-07-13,0.17393557142857127,0.1687076865391826,positive
80,2020-07-14,2020-07-20,0.1771149999999998,0.3995425063199711,positive
81,2020-07-21,2020-07-27,0.18662099999999968,0.32679573170731707,positive
82,2020-07-28,2020-08-03,0.19649785714285717,0.33128469253101084,positive
83,2020-08-04,2020-08-10,0.21236399999999972,0.4642256938603868,positive
84,2020-08-11,2020-08-17,0.17011185714285712,0.19599143114852674,positive
85,2020-08-18,2020-08-24,0.19188657142857132,0.18653764544832305,positive
86,2020-08-25,2020-08-31,0.1730739999999999,0.17913386053199137,positive
87,2020-09-01,2020-09-07,0.20597600000000021,0.28407093464198074,positive
88,2020-09-08,2020-09-14,0.1903415714285714,0.17896694830014082,positive
89,2020-09-15,2020-09-21,0.32016542857142866,0.3623754992076069,positive
90,2020-09-22,2020-09-28,0.30943542857142897,-0.018161205211726362,neutral
91,2020-09-29,2020-10-05,0.2235307142857143,0.2441187990446947,positive
92,2020-10-06,2020-10-12,0.2505302857142857,0.2471847694753577,positive
93,2020-10-13,2020-10-19,0.2850594285714281,0.36707841504779526,positive
94,2020-10-20,2020-10-26,0.2293708571428572,0.26400915832406374,positive
95,2020-10-27,2020-11-02,0.12231928571428552,0.13402163420829802,positive
96,2020-11-03,2020-11-09,0.18378842857142835,0.2390386636393124,positive
97,2020-11-10,2020-11-16,0.2053444285714285,0.13311021243921167,positive
98,2020-11-17,2020-11-23,0.19410585714285714,0.16631472214906506,positive
99,2020-11-24,2020-11-30,0.2089414285714285,0.22552181818181818,positive
100,2020-12-01,2020-12-07,0.22981942857142842,0.27386888402625825,positive
101,2020-12-08,2020-12-14,0.18479885714285696,0.11189654741055792,positive
102,2020-12-15,2020-12-21,0.17278599999999994,0.22666365047682413,positive
103,2020-12-22,2020-12-28,0.21427228571428564,0.28700646107178973,positive
104,2020-12-29,2021-01-04,0.228062714285714,0.2705002855148785,positive
105,2021-01-05,2021-01-11,0.23372114285714254,0.13029013525698827,positive
106,2021-01-12,2021-01-18,0.2130777142857141,0.22342093592292406,positive
107,2021-01-19,2021-01-25,0.23222871428571426,0.15857538834064328,positive
108,2021-01-26,2021-02-01,0.17325071428571429,0.17130749946823057,positive
109,2021-02-02,2021-02-08,0.2017195714285715,0.18234524697110907,positive
110,2021-02-09,2021-02-15,0.1879305714285713,0.07537782133147877,positive
111,2021-02-16,2021-02-22,0.15065414285714274,0.11091030934591689,positive
112,2021-02-23,2021-03-01,0.19285471428571416,0.1953984668644906,positive
113,2021-03-02,2021-03-08,0.17288799999999982,0.15535079421466633,positive
114,2021-03-09,2021-03-15,0.22025557142857122,0.2021417088607595,positive
115,2021-03-16,2021-03-22,0.15274614285714277,0.18718675097419304,positive
116,2021-03-23,2021-03-29,0.19303485714285712,0.26934864406779657,positive
117,2021-03-30,2021-04-05,0.22465628571428575,0.16443688025712916,positive
118,2021-04-06,2021-04-12,0.23717942857142846,0.25897266770670824,positive
119,2021-04-13,2021-04-19,0.178942857142857,0.18448025472262586,positive
120,2021-04-20,2021-04-26,0.21148314285714284,0.2184766923500275,positive
121,2021-04-27,2021-05-03,0.21857128571428558,0.25211521573741985,positive
122,2021-05-04,2021-05-10,0.1790629999999996,0.28305947283280997,positive
123,2021-05-11,2021-05-17,0.17977528571428542,0.16358761976612599,positive
124,2021-05-18,2021-05-24,0.1865522857142856,0.1956562115508218,positive
125,2021-05-25,2021-05-31,0.17005542857142827,0.23870920678133892,positive
126,2021-06-01,2021-06-07,0.21467571428571428,0.13837269814142275,positive
127,2021-06-08,2021-06-14,0.2382867142857142,0.3304714171779141,positive
128,2021-06-15,2021-06-21,0.21677457142857143,0.25974449814386774,positive
129,2021-06-22,2021-06-28,0.2540031428571426,0.2631181588166602,positive
130,2021-06-29,2021-07-05,0.24658300000000005,0.20603684905918263,positive
131,2021-07-06,2021-07-12,0.24102514285714308,0.24669177331984043,positive
132,2021-07-13,2021-07-19,0.20646914285714274,0.1655868733062331,positive
133,2021-07-20,2021-07-26,0.23569814285714286,0.2229917159439334,positive
134,2021-07-27,2021-08-02,0.22845457142857153,0.19013450087565673,positive
135,2021-08-03,2021-08-09,0.2248385714285715,0.2175349780039679,positive
136,2021-08-10,2021-08-16,0.23607928571428585,0.2541149165526676,positive
137,2021-08-17,2021-08-23,0.24537642857142852,0.2317839098328799,positive
138,2021-08-24,2021-08-30,0.25774371428571413,0.3523759279750528,positive
139,2021-08-31,2021-09-06,0.24977099999999988,0.18915047516530833,positive
140,2021-09-07,2021-09-13,0.1738545714285711,0.15870225782957026,positive
141,2021-09-14,2021-09-20,0.2170275714285712,0.24637768619923978,positive
142,2021-09-21,2021-09-27,0.24104585714285723,0.23672396817841843,positive
143,2021-09-28,2021-10-04,0.23051328571428586,0.16759379514505626,positive
144,2021-10-05,2021-10-11,0.2396615714285714,0.2720743968338534,positive
145,2021-10-12,2021-10-18,0.2011064285714286,0.2393519166356531,positive
146,2021-10-19,2021-10-25,0.24294900000000005,0.248934858129248,positive
147,2021-10-26,2021-11-01,0.22124942857142854,0.07022400507596321,positive
148,2021-11-02,2021-11-08,0.24523014285714287,0.2582109294053971,positive
149,2021-11-09,2021-11-15,0.21104700000000023,0.19113419768497505,positive
150,2021-11-16,2021-11-22,0.25301571428571445,0.25793894490273955,positive
151,2021-11-23,2021-11-29,0.24030385714285685,0.31193909082190463,positive
152,2021-11-30,2021-12-06,0.20264414285714294,0.21282182722245455,positive
153,2021-12-07,2021-12-13,0.17988871428571418,0.16527070055996457,positive
154,2021-12-14,2021-12-20,0.20702871428571407,0.2760200433973961,positive
155,2021-12-21,2021-12-27,0.24757399999999982,0.2765949929643527,positive
156,2021-12-28,2022-01-03,0.22524028571428595,0.2576751156661786,positive
157,2022-01-04,2022-01-10,0.1882951428571426,0.18514695287958116,positive
158,2022-01-11,2022-01-17,0.05316671428571407,0.2597964477681702,positive
159,2022-01-18,2022-01-24,0.04923585714285713,0.08860594600385686,positive
160,2022-01-25,2022-01-31,0.19587271428571387,0.15485500403551253,positive
161,2022-02-01,2022-02-07,0.20170085714285693,0.35915878455563155,positive
162,2022-02-08,2022-02-14,0.16859399999999983,0.29116564653425214,positive
163,2022-02-15,2022-02-21,0.15240857142857123,0.2896836923076923,positive
164,2022-02-22,2022-02-28,0.14542642857142843,0.17963959418207937,positive
165,2022-03-01,2022-03-07,0.13486899999999985,0.1963390094711918,positive
166,2022-03-08,2022-03-14,0.14023028571428542,0.1281961058601134,positive
167,2022-03-15,2022-03-21,0.18748028571428554,0.2477710482529118,positive
168,2022-03-22,2022-03-28,0.16748371428571399,0.2410082704666108,positive
169,2022-03-29,2022-04-04,0.16754842857142838,0.13524110663557345,positive
170,2022-04-05,2022-04-11,0.16112557142857126,0.2972236464968153,positive
171,2022-04-12,2022-04-18,0.1777331428571426,0.17917930831204557,positive
172,2022-04-19,2022-04-25,0.13679142857142843,0.10766112270450752,positive
173,2022-04-26,2022-05-02,0.10677699999999987,0.10376997682886462,positive
174,2022-05-03,2022-05-09,0.12105028571428562,0.12237404899135448,positive
175,2022-05-10,2022-05-16,0.11441757142857124,0.09697373789944834,positive
176,2022-05-17,2022-05-23,0.13919857142857128,0.11532801200063161,positive
177,2022-05-24,2022-05-30,0.1099785714285713,0.06329545970488082,positive
178,2022-05-31,2022-06-06,0.13115842857142834,0.05863886424134871,positive
179,2022-06-07,2022-06-13,0.13793514285714267,0.2871603900470746,positive
180,2022-06-14,2022-06-20,0.14223557142857127,0.07407770833333334,positive
181,2022-06-21,2022-06-27,0.17993142857142835,0.3149602324263039,positive
182,2022-06-28,2022-07-04,0.12596085714285685,0.03982741042819693,neutral
183,2022-07-05,2022-07-11,0.17252471428571386,0.31241491484184913,positive
184,2022-07-12,2022-07-18,0.13265271428571399,0.2690178085248829,positive
185,2022-07-19,2022-07-25,0.13081385714285693,0.09652036621823618,positive
186,2022-07-26,2022-08-01,0.13442442857142836,0.11563508612873978,positive
187,2022-08-02,2022-08-08,0.1315837142857141,0.151185990023856,positive
188,2022-08-09,2022-08-15,0.14475799999999972,0.13713955371248024,positive
189,2022-08-16,2022-08-22,0.14763342857142822,0.28542890410958904,positive
190,2022-08-23,2022-08-29,0.14376999999999965,0.2782736098450319,positive
191,2022-08-30,2022-09-05,0.1409674285714283,0.2645330231065469,positive
192,2022-09-06,2022-09-12,0.1572552857142855,0.14902132728304024,positive
193,2022-09-13,2022-09-19,0.21425085714285716,0.2873859386686612,positive
194,2022-09-20,2022-09-26,0.19979657142857132,0.31597059119919374,positive
195,2022-09-27,2022-10-03,0.22105599999999972,0.2240167963800905,positive
196,2022-10-04,2022-10-10,0.18525071428571377,0.15577666299154722,positive
197,2022-10-11,2022-10-17,0.1960072857142853,0.10507928603910868,positive
198,2022-10-18,2022-10-24,0.22021614285714264,0.05771881481481482,positive
199,2022-10-25,2022-10-31,0.19832142857142848,0.22641853864734302,positive
200,2022-11-01,2022-11-07,0.20186257142857134,0.14030833849969004,positive
201,2022-11-08,2022-11-14,0.21448157142857124,0.23929193433261955,positive
202,2022-11-15,2022-11-21,0.21550142857142862,0.1258532842356688,positive
203,2022-11-22,2022-11-28,0.23895728571428573,0.08695712570056045,positive
204,2022-11-29,2022-12-05,0.18974728571428556,0.06478711730306157,positive
205,2022-12-06,2022-12-12,0.2214999999999998,0.14176221797323138,positive
206,2022-12-13,2022-12-19,0.18114271428571413,0.12466879289463059,positive
207,2022-12-20,2022-12-26,0.17954228571428552,-0.010470946211228885,neutral
208,2022-12-27,2023-01-02,0.1795261999999999,0.2724490354419022,positive
